No,date,day of week,Lottery_result,hundreds_place,tens_place,ones_place
78,2018/4/23,Monday,716,7,1,6
79,2018/4/24,Tuesday,936,9,3,6
80,2018/4/25,Wednesday,81,0,8,1
81,2018/4/26,Thursday,355,3,5,5
82,2018/4/27,Friday,714,7,1,4
83,2018/4/30,Monday,2,0,0,2
84,2018/5/1,Tuesday,440,4,4,0
85,2018/5/2,Wednesday,372,3,7,2
86,2018/5/3,Thursday,589,5,8,9
87,2018/5/4,Friday,119,1,1,9
88,2018/5/7,Monday,299,2,9,9
89,2018/5/8,Tuesday,909,9,0,9
90,2018/5/9,Wednesday,37,0,3,7
91,2018/5/10,Thursday,402,4,0,2
92,2018/5/11,Friday,30,0,3,0
93,2018/5/14,Monday,604,6,0,4
94,2018/5/15,Tuesday,497,4,9,7
95,2018/5/16,Wednesday,909,9,0,9
96,2018/5/17,Thursday,851,8,5,1
97,2018/5/18,Friday,934,9,3,4
98,2018/5/21,Monday,109,1,0,9
99,2018/5/22,Tuesday,531,5,3,1
100,2018/5/23,Wednesday,393,3,9,3
101,2018/5/24,Thursday,496,4,9,6
102,2018/5/25,Friday,535,5,3,5
103,2018/5/28,Monday,513,5,1,3
104,2018/5/29,Tuesday,797,7,9,7
105,2018/5/30,Wednesday,648,6,4,8
106,2018/5/31,Thursday,319,3,1,9
107,2018/6/1,Friday,669,6,6,9
108,2018/6/4,Monday,173,1,7,3
109,2018/6/5,Tuesday,269,2,6,9
110,2018/6/6,Wednesday,557,5,5,7
111,2018/6/7,Thursday,653,6,5,3
112,2018/6/8,Friday,137,1,3,7
113,2018/6/11,Monday,413,4,1,3
114,2018/6/12,Tuesday,193,1,9,3
115,2018/6/13,Wednesday,642,6,4,2
116,2018/6/14,Thursday,487,4,8,7
117,2018/6/15,Friday,765,7,6,5
118,2018/6/18,Monday,119,1,1,9
119,2018/6/19,Tuesday,182,1,8,2
120,2018/6/20,Wednesday,912,9,1,2
121,2018/6/21,Thursday,18,0,1,8
122,2018/6/22,Friday,1,0,0,1
123,2018/6/25,Monday,549,5,4,9
124,2018/6/26,Tuesday,256,2,5,6
125,2018/6/27,Wednesday,32,0,3,2
126,2018/6/28,Thursday,751,7,5,1
127,2018/6/29,Friday,349,3,4,9
128,2018/7/2,Monday,193,1,9,3
129,2018/7/3,Tuesday,489,4,8,9
130,2018/7/4,Wednesday,901,9,0,1
131,2018/7/5,Thursday,668,6,6,8
132,2018/7/6,Friday,870,8,7,0
133,2018/7/9,Monday,61,0,6,1
134,2018/7/10,Tuesday,625,6,2,5
135,2018/7/11,Wednesday,223,2,2,3
136,2018/7/12,Thursday,205,2,0,5
137,2018/7/13,Friday,989,9,8,9
138,2018/7/16,Monday,176,1,7,6
139,2018/7/17,Tuesday,877,8,7,7
140,2018/7/18,Wednesday,580,5,8,0
141,2018/7/19,Thursday,51,0,5,1
142,2018/7/20,Friday,115,1,1,5
143,2018/7/23,Monday,330,3,3,0
144,2018/7/24,Tuesday,977,9,7,7
145,2018/7/25,Wednesday,778,7,7,8
146,2018/7/26,Thursday,220,2,2,0
147,2018/7/27,Friday,241,2,4,1
148,2018/7/30,Monday,96,0,9,6
149,2018/7/31,Tuesday,430,4,3,0
150,2018/8/1,Wednesday,918,9,1,8
151,2018/8/2,Thursday,644,6,4,4
152,2018/8/3,Friday,646,6,4,6
153,2018/8/6,Monday,47,0,4,7
154,2018/8/7,Tuesday,260,2,6,0
155,2018/8/8,Wednesday,529,5,2,9
156,2018/8/9,Thursday,879,8,7,9
157,2018/8/10,Friday,890,8,9,0
158,2018/8/13,Monday,69,0,6,9
159,2018/8/14,Tuesday,322,3,2,2
160,2018/8/15,Wednesday,505,5,0,5
161,2018/8/16,Thursday,480,4,8,0
162,2018/8/17,Friday,131,1,3,1
163,2018/8/20,Monday,203,2,0,3
164,2018/8/21,Tuesday,78,0,7,8
165,2018/8/22,Wednesday,308,3,0,8
166,2018/8/23,Thursday,371,3,7,1
167,2018/8/24,Friday,75,0,7,5
168,2018/8/27,Monday,300,3,0,0
169,2018/8/28,Tuesday,650,6,5,0
170,2018/8/29,Wednesday,731,7,3,1
171,2018/8/30,Thursday,943,9,4,3
172,2018/8/31,Friday,271,2,7,1
173,2018/9/3,Monday,45,0,4,5
174,2018/9/4,Tuesday,317,3,1,7
175,2018/9/5,Wednesday,488,4,8,8
176,2018/9/6,Thursday,480,4,8,0
177,2018/9/7,Friday,571,5,7,1
178,2018/9/10,Monday,635,6,3,5
179,2018/9/11,Tuesday,283,2,8,3
180,2018/9/12,Wednesday,739,7,3,9
181,2018/9/13,Thursday,704,7,0,4
182,2018/9/14,Friday,589,5,8,9
183,2018/9/17,Monday,674,6,7,4
184,2018/9/18,Tuesday,960,9,6,0
185,2018/9/19,Wednesday,46,0,4,6
186,2018/9/20,Thursday,234,2,3,4
187,2018/9/21,Friday,681,6,8,1
188,2018/9/24,Monday,240,2,4,0
189,2018/9/25,Tuesday,365,3,6,5
190,2018/9/26,Wednesday,763,7,6,3
191,2018/9/27,Thursday,26,0,2,6
192,2018/9/28,Friday,669,6,6,9
193,2018/10/1,Monday,942,9,4,2
194,2018/10/2,Tuesday,461,4,6,1
195,2018/10/3,Wednesday,877,8,7,7
196,2018/10/4,Thursday,449,4,4,9
197,2018/10/5,Friday,233,2,3,3
198,2018/10/8,Monday,361,3,6,1
199,2018/10/9,Tuesday,368,3,6,8
200,2018/10/10,Wednesday,131,1,3,1
201,2018/10/11,Thursday,46,0,4,6
202,2018/10/12,Friday,46,0,4,6
203,2018/10/15,Monday,352,3,5,2
204,2018/10/16,Tuesday,870,8,7,0
205,2018/10/17,Wednesday,271,2,7,1
206,2018/10/18,Thursday,83,0,8,3
207,2018/10/19,Friday,930,9,3,0
208,2018/10/22,Monday,98,0,9,8
209,2018/10/23,Tuesday,12,0,1,2
210,2018/10/24,Wednesday,49,0,4,9
211,2018/10/25,Thursday,594,5,9,4
212,2018/10/26,Friday,244,2,4,4
213,2018/10/29,Monday,453,4,5,3
214,2018/10/30,Tuesday,546,5,4,6
215,2018/10/31,Wednesday,379,3,7,9
216,2018/11/1,Thursday,458,4,5,8
217,2018/11/2,Friday,115,1,1,5
218,2018/11/5,Monday,735,7,3,5
219,2018/11/6,Tuesday,350,3,5,0
220,2018/11/7,Wednesday,142,1,4,2
221,2018/11/8,Thursday,343,3,4,3
222,2018/11/9,Friday,209,2,0,9
223,2018/11/12,Monday,132,1,3,2
224,2018/11/13,Tuesday,309,3,0,9
225,2018/11/14,Wednesday,281,2,8,1
226,2018/11/15,Thursday,105,1,0,5
227,2018/11/16,Friday,800,8,0,0
228,2018/11/19,Monday,775,7,7,5
229,2018/11/20,Tuesday,476,4,7,6
230,2018/11/21,Wednesday,885,8,8,5
231,2018/11/22,Thursday,589,5,8,9
232,2018/11/23,Friday,275,2,7,5
233,2018/11/26,Monday,196,1,9,6
234,2018/11/27,Tuesday,948,9,4,8
235,2018/11/28,Wednesday,987,9,8,7
236,2018/11/29,Thursday,405,4,0,5
237,2018/11/30,Friday,285,2,8,5
238,2018/12/3,Monday,313,3,1,3
239,2018/12/4,Tuesday,921,9,2,1
240,2018/12/5,Wednesday,9,0,0,9
241,2018/12/6,Thursday,295,2,9,5
242,2018/12/7,Friday,223,2,2,3
243,2018/12/10,Monday,991,9,9,1
244,2018/12/11,Tuesday,656,6,5,6
245,2018/12/12,Wednesday,304,3,0,4
246,2018/12/13,Thursday,136,1,3,6
247,2018/12/14,Friday,922,9,2,2
248,2018/12/17,Monday,234,2,3,4
249,2018/12/18,Tuesday,643,6,4,3
250,2018/12/19,Wednesday,871,8,7,1
251,2018/12/20,Thursday,600,6,0,0
252,2018/12/21,Friday,100,1,0,0
253,2018/12/24,Monday,329,3,2,9
254,2018/12/25,Tuesday,442,4,4,2
255,2018/12/26,Wednesday,644,6,4,4
256,2018/12/27,Thursday,80,0,8,0
257,2018/12/28,Friday,234,2,3,4
