No,date,day of week,Lottery_result,hundreds_place,tens_place,ones_place
119,2013/6/19,Wednesday,238,2,3,8
120,2013/6/20,Thursday,31,0,3,1
121,2013/6/21,Friday,527,5,2,7
122,2013/6/24,Monday,68,0,6,8
123,2013/6/25,Tuesday,32,0,3,2
124,2013/6/26,Wednesday,314,3,1,4
125,2013/6/27,Thursday,725,7,2,5
126,2013/6/28,Friday,848,8,4,8
127,2013/7/1,Monday,790,7,9,0
128,2013/7/2,Tuesday,307,3,0,7
129,2013/7/3,Wednesday,587,5,8,7
130,2013/7/4,Thursday,812,8,1,2
131,2013/7/5,Friday,676,6,7,6
132,2013/7/8,Monday,551,5,5,1
133,2013/7/9,Tuesday,82,0,8,2
134,2013/7/10,Wednesday,343,3,4,3
135,2013/7/11,Thursday,820,8,2,0
136,2013/7/12,Friday,456,4,5,6
137,2013/7/15,Monday,940,9,4,0
138,2013/7/16,Tuesday,950,9,5,0
139,2013/7/17,Wednesday,44,0,4,4
140,2013/7/18,Thursday,195,1,9,5
141,2013/7/19,Friday,235,2,3,5
142,2013/7/22,Monday,342,3,4,2
143,2013/7/23,Tuesday,293,2,9,3
144,2013/7/24,Wednesday,346,3,4,6
145,2013/7/25,Thursday,740,7,4,0
146,2013/7/26,Friday,501,5,0,1
147,2013/7/29,Monday,333,3,3,3
148,2013/7/30,Tuesday,254,2,5,4
149,2013/7/31,Wednesday,757,7,5,7
150,2013/8/1,Thursday,811,8,1,1
151,2013/8/2,Friday,914,9,1,4
152,2013/8/5,Monday,257,2,5,7
153,2013/8/6,Tuesday,497,4,9,7
154,2013/8/7,Wednesday,17,0,1,7
155,2013/8/8,Thursday,283,2,8,3
156,2013/8/9,Friday,917,9,1,7
157,2013/8/12,Monday,234,2,3,4
158,2013/8/13,Tuesday,78,0,7,8
159,2013/8/14,Wednesday,155,1,5,5
160,2013/8/15,Thursday,801,8,0,1
161,2013/8/16,Friday,900,9,0,0
162,2013/8/19,Monday,155,1,5,5
163,2013/8/20,Tuesday,317,3,1,7
164,2013/8/21,Wednesday,710,7,1,0
165,2013/8/22,Thursday,850,8,5,0
166,2013/8/23,Friday,294,2,9,4
167,2013/8/26,Monday,893,8,9,3
168,2013/8/27,Tuesday,682,6,8,2
169,2013/8/28,Wednesday,793,7,9,3
170,2013/8/29,Thursday,351,3,5,1
171,2013/8/30,Friday,311,3,1,1
172,2013/9/2,Monday,501,5,0,1
173,2013/9/3,Tuesday,204,2,0,4
174,2013/9/4,Wednesday,975,9,7,5
175,2013/9/5,Thursday,536,5,3,6
176,2013/9/6,Friday,791,7,9,1
177,2013/9/9,Monday,547,5,4,7
178,2013/9/10,Tuesday,300,3,0,0
179,2013/9/11,Wednesday,192,1,9,2
180,2013/9/12,Thursday,537,5,3,7
181,2013/9/13,Friday,511,5,1,1
182,2013/9/16,Monday,137,1,3,7
183,2013/9/17,Tuesday,760,7,6,0
184,2013/9/18,Wednesday,595,5,9,5
185,2013/9/19,Thursday,789,7,8,9
186,2013/9/20,Friday,39,0,3,9
187,2013/9/23,Monday,389,3,8,9
188,2013/9/24,Tuesday,613,6,1,3
189,2013/9/25,Wednesday,825,8,2,5
190,2013/9/26,Thursday,236,2,3,6
191,2013/9/27,Friday,895,8,9,5
192,2013/9/30,Monday,817,8,1,7
193,2013/10/1,Tuesday,113,1,1,3
194,2013/10/2,Wednesday,21,0,2,1
195,2013/10/3,Thursday,996,9,9,6
196,2013/10/4,Friday,865,8,6,5
197,2013/10/7,Monday,694,6,9,4
198,2013/10/8,Tuesday,708,7,0,8
199,2013/10/9,Wednesday,451,4,5,1
200,2013/10/10,Thursday,110,1,1,0
201,2013/10/11,Friday,484,4,8,4
202,2013/10/14,Monday,572,5,7,2
203,2013/10/15,Tuesday,355,3,5,5
204,2013/10/16,Wednesday,249,2,4,9
205,2013/10/17,Thursday,896,8,9,6
206,2013/10/18,Friday,139,1,3,9
207,2013/10/21,Monday,77,0,7,7
208,2013/10/22,Tuesday,503,5,0,3
209,2013/10/23,Wednesday,907,9,0,7
210,2013/10/24,Thursday,306,3,0,6
211,2013/10/25,Friday,693,6,9,3
212,2013/10/28,Monday,454,4,5,4
213,2013/10/29,Tuesday,140,1,4,0
214,2013/10/30,Wednesday,348,3,4,8
215,2013/10/31,Thursday,52,0,5,2
216,2013/11/1,Friday,535,5,3,5
217,2013/11/4,Monday,952,9,5,2
218,2013/11/5,Tuesday,650,6,5,0
219,2013/11/6,Wednesday,524,5,2,4
220,2013/11/7,Thursday,694,6,9,4
221,2013/11/8,Friday,380,3,8,0
222,2013/11/11,Monday,885,8,8,5
223,2013/11/12,Tuesday,470,4,7,0
224,2013/11/13,Wednesday,910,9,1,0
225,2013/11/14,Thursday,14,0,1,4
226,2013/11/15,Friday,638,6,3,8
227,2013/11/18,Monday,439,4,3,9
228,2013/11/19,Tuesday,484,4,8,4
229,2013/11/20,Wednesday,721,7,2,1
230,2013/11/21,Thursday,922,9,2,2
231,2013/11/22,Friday,983,9,8,3
232,2013/11/25,Monday,81,0,8,1
233,2013/11/26,Tuesday,975,9,7,5
234,2013/11/27,Wednesday,724,7,2,4
235,2013/11/28,Thursday,244,2,4,4
236,2013/11/29,Friday,842,8,4,2
237,2013/12/2,Monday,421,4,2,1
238,2013/12/3,Tuesday,752,7,5,2
239,2013/12/4,Wednesday,928,9,2,8
240,2013/12/5,Thursday,674,6,7,4
241,2013/12/6,Friday,443,4,4,3
242,2013/12/9,Monday,542,5,4,2
243,2013/12/10,Tuesday,23,0,2,3
244,2013/12/11,Wednesday,622,6,2,2
245,2013/12/12,Thursday,372,3,7,2
246,2013/12/13,Friday,186,1,8,6
247,2013/12/16,Monday,515,5,1,5
248,2013/12/17,Tuesday,576,5,7,6
249,2013/12/18,Wednesday,107,1,0,7
250,2013/12/19,Thursday,540,5,4,0
251,2013/12/20,Friday,879,8,7,9
252,2013/12/23,Monday,997,9,9,7
253,2013/12/24,Tuesday,456,4,5,6
254,2013/12/25,Wednesday,271,2,7,1
255,2013/12/26,Thursday,672,6,7,2
256,2013/12/27,Friday,127,1,2,7
257,2013/12/30,Monday,549,5,4,9
